orig_header,header,count
גיל ממוצע של רכב פרטי (שנים),גיל ממוצע של רכב פרטי (שנים),1
גינון לנוי פארק ציבורי -אחוז משטח השיפוט,גינון לנוי פארק ציבורי -אחוז משטח השיפוט,1
"גינון לנוי פארק ציבורי-שטח בקמ""ר -","גינון לנוי פארק ציבורי-שטח בקמ""ר -",1
"גירעון מצטבר בסוף שנה (אלפי ש""ח)","גירעון מצטבר בסוף שנה (אלפי ש""ח)",1
גירעון מצטבר בסוף שנה,גירעון מצטבר בסוף שנה,1
גמר בנייה: מספר דירות,גמר בנייה: מספר דירות,1
"גמר בנייה: שטח (אלפי מ""ר) - סה""כ","גמר בנייה: שטח (אלפי מ""ר) - סה""כ",1
"גמר בנייה: שטח למגורים (אלפי מ""ר)","גמר בנייה: שטח למגורים (אלפי מ""ר)",1
"גמר של הנחת צינורות ביוב (ק""מ)","גמר של הנחת צינורות ביוב (ק""מ)",1
"גמר של הנחת צינורות מים (ק""מ)","גמר של הנחת צינורות מים (ק""מ)",1
"גמר של הנחת צינורות תיעול (ק""מ)","גמר של הנחת צינורות תיעול (ק""מ)",1
"גמר של הרחבה ושיקום של כבישים חדשים - אורך (ק""מ)","גמר של הרחבה ושיקום של כבישים חדשים - אורך (ק""מ)",1
"גמר של הרחבה ושיקום של כבישים חדשים - שטח (אלפי מ""ר)","גמר של הרחבה ושיקום של כבישים חדשים - שטח (אלפי מ""ר)",1
"גמר של סלילת כבישים חדשים - אורך (ק""מ)","גמר של סלילת כבישים חדשים - אורך (ק""מ)",1
"גמר של סלילת כבישים חדשים - שטח (אלפי מ""ר)","גמר של סלילת כבישים חדשים - שטח (אלפי מ""ר)",1
"גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)","גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)",1
"גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)","גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)",1
"דמי אבטלה ממוצעים ליום (ש""ח)","דמי אבטלה ממוצעים ליום (ש""ח)",1
דרווזים (אחוז),דרוזים (אחוז),2
דרוזים (אחוז),דרוזים (אחוז),2
דרוזים (אחוזים),דרוזים (אחוזים),1
"הוצאות חד פעמיות של הרשות (אלפי ש""ח)","הוצאות חד פעמיות של הרשות (אלפי ש""ח)",1
"הוצאות חד פעמיות של הרשות (ש""ח לנפש)","הוצאות חד פעמיות של הרשות (ש""ח לנפש)",1
הוצאות חד פעמיות של הרשות - אחוז שינוי ריאלי לעומת,הוצאות חד פעמיות של הרשות - אחוז שינוי ריאלי לעומת,1
"הוצאות כלליות, השתתפויות והעברות (אלפי ש""ח)","הוצאות כלליות, השתתפויות והעברות (אלפי ש""ח)",1
"הוצאות כלליות, השתתפויות והעברות (אלפי ₪)","הוצאות כלליות, השתתפויות והעברות (אלפי ₪)",1
"הוצאות כלליות, השתתפויות והעברות (ש""ח לנפש)","הוצאות כלליות, השתתפויות והעברות (ש""ח לנפש)",1
"הוצאות כלליות, השתתפויות והעברות (₪ לנפש)","הוצאות כלליות, השתתפויות והעברות (₪ לנפש)",1
"הוצאות כלליות, השתתפויות והעברות - אחוז שינוי ראלי לעומת","הוצאות כלליות, השתתפויות והעברות - אחוז שינוי ראלי לעומת",2
"הוצאות כלליות, השתתפויות והעברות - אחוז שינוי ריאלי לעומת","הוצאות כלליות, השתתפויות והעברות - אחוז שינוי ראלי לעומת",2
"הוצאות מימון של הרשות (אלפי ש""ח)","הוצאות מימון של הרשות (אלפי ש""ח)",1
"הוצאות מימון של הרשות (ש""ח לנפש)","הוצאות מימון של הרשות (ש""ח לנפש)",1
הוצאות מימון של הרשות - אחוז שינוי ראלי לעומת,הוצאות מימון של הרשות - אחוז שינוי ראלי לעומת,2
הוצאות מימון של הרשות - אחוז שינוי ריאלי לעומת,הוצאות מימון של הרשות - אחוז שינוי ראלי לעומת,2
"הוצאות של הרשות בתקציב בלתי רגיל - אחר (אלפי ש""ח)","הוצאות של הרשות בתקציב בלתי רגיל - אחר (אלפי ש""ח)",1
"הוצאות של הרשות בתקציב בלתי רגיל - אחר (ש""ח לנפש)","הוצאות של הרשות בתקציב בלתי רגיל - אחר (ש""ח לנפש)",1
הוצאות של הרשות בתקציב בלתי רגיל - אחר - אחוז שינוי ראלי לעומת,הוצאות של הרשות בתקציב בלתי רגיל - אחר - אחוז שינוי ראלי לעומת,2
הוצאות של הרשות בתקציב בלתי רגיל - אחר - אחוז שינוי ריאלי לעומת,הוצאות של הרשות בתקציב בלתי רגיל - אחר - אחוז שינוי ראלי לעומת,2
"הוצאות של הרשות בתקציב בלתי רגיל - העברות (ש""ח לנפש)","הוצאות של הרשות בתקציב בלתי רגיל - העברות (ש""ח לנפש)",1
"הוצאות של הרשות בתקציב בלתי רגיל להעברת מלוות (אלפי ש""ח)","הוצאות של הרשות בתקציב בלתי רגיל להעברת מלוות (אלפי ש""ח)",1
הוצאות של הרשות בתקציב בלתי רגיל להעברת מלוות - אחוז שינוי ראלי לעומת,הוצאות של הרשות בתקציב בלתי רגיל להעברת מלוות - אחוז שינוי ראלי לעומת,1
"הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח (אלפי ש""ח)","הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח (אלפי ש""ח)",2
הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח - אחוז שינוי ראלי לעומת,הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח - אחוז שינוי ראלי לעומת,2
"הוצאות של הרשות בתקציב בלתי רגיל על העברות (אלפי ש""ח)","הוצאות של הרשות בתקציב בלתי רגיל על העברות (אלפי ש""ח)",1
הוצאות של הרשות בתקציב בלתי רגיל על העברות - אחוז שינוי ריאלי לעומת,הוצאות של הרשות בתקציב בלתי רגיל על העברות - אחוז שינוי ריאלי לעומת,1
"הוצאות של הרשות בתקציב בלתי רגיל על עבודות פיתוח (אלפי ש""ח)","הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח (אלפי ש""ח)",2
"הוצאות של הרשות בתקציב בלתי רגיל על עבודות פיתוח (ש""ח לנפש)","הוצאות של הרשות בתקציב בלתי רגיל על עבודות פיתוח (ש""ח לנפש)",1
הוצאות של הרשות בתקציב בלתי רגיל על עבודות פיתוח - אחוז שינוי ריאלי לעומת,הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח - אחוז שינוי ראלי לעומת,2
"הוצאות של הרשות לחינוך (אלפי ש""ח)","הוצאות של הרשות לחינוך (אלפי ש""ח)",2
"הוצאות של הרשות לחינוך (ש""ח לנפש)","הוצאות של הרשות על חינוך (ש""ח לנפש)",2
הוצאות של הרשות לחינוך - אחוז שינוי ראלי לעומת,הוצאות של הרשות לחינוך - אחוז שינוי ראלי לעומת,3
הוצאות של הרשות לחינוך - אחוז שינוי ריאלי לעומת,הוצאות של הרשות לחינוך - אחוז שינוי ראלי לעומת,3
"הוצאות של הרשות לעלות עבודה לחינוך (אלפי ש""ח)","הוצאות של הרשות לעלות עבודה לחינוך (אלפי ש""ח)",1
הוצאות של הרשות לעלות עבודה לחינוך - אחוז שינוי ראלי לעומת,הוצאות של הרשות לעלות עבודה לחינוך - אחוז שינוי ראלי לעומת,1
"הוצאות של הרשות לעלות עבודה לרווחה (אלפי ש""ח)","הוצאות של הרשות לעלות עבודה לרווחה (אלפי ש""ח)",1
הוצאות של הרשות לעלות עבודה לרווחה - אחוז שינוי ראלי לעומת,הוצאות של הרשות לעלות עבודה לרווחה - אחוז שינוי ראלי לעומת,1
"הוצאות של הרשות לפירעון מלוות (אלפי ש""ח)","הוצאות של הרשות לפירעון מלוות (אלפי ש""ח)",2
"הוצאות של הרשות לפירעון מלוות (ש""ח לנפש)","הוצאות של הרשות על פירעון מלוות (ש""ח לנפש)",2
הוצאות של הרשות לפירעון מלוות - אחוז שינוי ראלי לעומת,הוצאות של הרשות לפירעון מלוות - אחוז שינוי ראלי לעומת,3
הוצאות של הרשות לפירעון מלוות - אחוז שינוי ריאלי לעומת,הוצאות של הרשות לפירעון מלוות - אחוז שינוי ראלי לעומת,3
"הוצאות של הרשות לפעולות (אלפי ש""ח)","הוצאות של הרשות לפעולות (אלפי ש""ח)",1
"הוצאות של הרשות לפעולות (ש""ח לנפש)","הוצאות של הרשות לפעולות (ש""ח לנפש)",1
הוצאות של הרשות לפעולות - אחוז שינוי ראלי לעומת,הוצאות של הרשות לפעולות - אחוז שינוי ראלי לעומת,2
הוצאות של הרשות לפעולות - אחוז שינוי ריאלי לעומת,הוצאות של הרשות לפעולות - אחוז שינוי ראלי לעומת,2
"הוצאות של הרשות לרווחה (אלפי ש""ח)","הוצאות של הרשות לרווחה (אלפי ש""ח)",2
"הוצאות של הרשות לרווחה (ש""ח לנפש)","הוצאות של הרשות על רווחה (ש""ח לנפש)",2
הוצאות של הרשות לרווחה - אחוז שינוי ראלי לעומת,הוצאות של הרשות לרווחה - אחוז שינוי ראלי לעומת,3
הוצאות של הרשות לרווחה - אחוז שינוי ריאלי לעומת,הוצאות של הרשות לרווחה - אחוז שינוי ראלי לעומת,3
"הוצאות של הרשות לרכישת מים (אלפי ש""ח)","הוצאות של הרשות לרכישת מים (אלפי ש""ח)",2
"הוצאות של הרשות לרכישת מים (ש""ח לנפש)","הוצאות של הרשות על רכישת מים (ש""ח לנפש)",2
הוצאות של הרשות לרכישת מים - אחוז שינוי ראלי לעומת,הוצאות של הרשות לרכישת מים - אחוז שינוי ראלי לעומת,3
