header,orig_header,count
/ערך מדד,"/חיוב ארנונה ליתר סוגי נכס/באלפי ש""ח",119
/ערך מדד,"/חיוב ארנונה ליתר סוגי נכס/שטח באלפי מ""ר",119
/ערך מדד,"/חיוב ארנונה למבנה חקלאי/באלפי ש""ח",119
/ערך מדד,"/חיוב ארנונה למבנה חקלאי/שטח באלפי מ""ר",119
/ערך מדד,"/חיוב ארנונה למגורים שאינם בשימוש/באלפי ש""ח",119
/ערך מדד,"/חיוב ארנונה למגורים שאינם בשימוש/שטח באלפי מ""ר",119
/ערך מדד,"/חיוב ארנונה למגורים/באלפי ש""ח",119
/ערך מדד,"/חיוב ארנונה למגורים/שטח באלפי מ""ר",119
/ערך מדד,"/חיוב ארנונה למערכת סולרית על גג נכס/שטח באלפי מ""ר",119
/ערך מדד,"/חיוב ארנונה למערכת סולרית על גג/באלפי ש""ח",119
/ערך מדד,"/חיוב ארנונה למשרדים, שירותים ומסחר/באלפי ש""ח",119
/ערך מדד,"/חיוב ארנונה למשרדים, שירותים ומסחר/שטח באלפי מ""ר",119
/ערך מדד,"/חיוב ארנונה לקרקע תפוסה במפעל עתיר שטח/באלפי ש""ח",119
/ערך מדד,"/חיוב ארנונה לקרקע תפוסה במפעל עתיר שטח/שטח באלפי מ""ר",119
/ערך מדד,"/חיוב ארנונה לקרקע תפוסה למערכת סולרית/באלפי ש""ח",119
/ערך מדד,"/חיוב ארנונה לקרקע תפוסה למערכת סולרית/שטח באלפי מ""ר",119
/ערך מדד,"/חיוב ארנונה לקרקע תפוסה/באלפי ש""ח",119
/ערך מדד,"/חיוב ארנונה לקרקע תפוסה/שטח באלפי מ""ר",119
/ערך מדד,"/חיוב ארנונה לתעשייה ולמלאכה/באלפי ש""ח",119
/ערך מדד,"/חיוב ארנונה לתעשייה ולמלאכה/שטח באלפי מ""ר",119
/ערך מדד,"/חיוב ארנונה סך הכל/באלפי ש""ח",119
/ערך מדד,"/חיוב ארנונה סך הכל/שטח באלפי מ""ר",119
/ערך מדד,"/חינוך והשכלה/שטח בקמ""ר",119
/ערך מדד,"/יער וחורש/שטח בקמ""ר",119
/ערך מדד,"/כמות השפכים/אלפי מ""ק",119
/ערך מדד,/מבוגרים תושבי ישראל המורשעים בדין לפי קבוצת עבירה באחוזים/עבירות כלפי הסדר הציבורי,119
/ערך מדד,"/מבוגרים תושבי ישראל המורשעים בדין, לפי רשות מקומית שבה גרו (רשויות עם 50,000 תושבים ויותר)/מספרים מוחלטים",119
/ערך מדד,"/מבוגרים תושבי ישראל המורשעים בדין, לפי רשות מקומית שבה גרו/מספרים מוחלטים",119
/ערך מדד,"/מבנים חקלאיים/שטח בקמ""ר",119
/ערך מדד,"/מגורים/שטח בקמ""ר",119
/ערך מדד,"/מדד אי-השוויון שכירים (מדד ג'יני, 0 שוויון מלא)",119
/ערך מדד,"/מדד אי-השוויון שכירים (מדד ג'יני, 0= שוויון מלא)",119
/ערך מדד,/מדד טופוגרפיה: ממוצע ציוני תקן של (א) ו-(ב)/ערך,119
/ערך מדד,/מורשעים בדין לפי סוג עבירה באחוזים/עבירות כלפי הסדר הציבורי,119
/ערך מדד,"/מטעים/שטח בקמ""ר",119
/ערך מדד,"/מסחר ומשרדים/שטח בקמ""ר",119
/ערך מדד,/מספר העצמאים,119
/ערך מדד,/מספר השכירים,119
/ערך מדד,"/מרחק מגבול מחוז תל אביב (ק""מ)",119
/ערך מדד,"/מתגרשים/סה""כ גברים ונשים",119
/ערך מדד,"/מתגרשים/סה""כ",119
/ערך מדד,"/נישאים/סה""כ גברים ונשים",119
/ערך מדד,"/נישאים/סה""כ",119
/ערך מדד,/סך דיירי דיור משותף ברשות,119
/ערך מדד,/סך דיירי מוסדות לינה ברשות,119
/ערך מדד,"/סך הכל שטח שיפוט/בקמ""ר",119
/ערך מדד,"/סך כל שטח השיפוט/בקמ""ר",119
/ערך מדד,/עבירות אחרות,119
/ערך מדד,/עבירות כלפי חיי אדם וגופו,119
/ערך מדד,/עבירות מוסר,119
/ערך מדד,/עבירות מין,119
/ערך מדד,/עבירות מרמה ועבירות כלכליות,119
/ערך מדד,/עבירות רישוי,119
/ערך מדד,/עבירות רכוש,119
/ערך מדד,/ערך מדד,119
/ערך מדד,/ציון תקן,119
/ערך מדד,"/צפיפות אוכלוסייה לשטח בנוי למגורים/נפשות לקמ""ר",119
/ערך מדד,"/שטח פתוח אחר/שטח בקמ""ר",119
/ערך מדד,"/שיעור ל-1,000 בני 19 ומעלה",119
/ערך מדד,"/שיעור ל-1,000 תושבים לא נשואים בני 15 ומעלה",119
/ערך מדד,"/שיעור ל-1,000 תושבים נשואים בני 15 ומעלה",119
/ערך מדד,/שיעור פריון כולל,119
/ערך מדד,"/שירותים ציבוריים/שטח בקמ""ר",119
"שכר ממוצע לחודש של שכירים במשך (ש""ח)","/שכר ממוצע לחודש של שכירים (ש""ח)/כלל השכירים",4
"שכר ממוצע לחודש של שכירים במשך (ש""ח)","/שכר ממוצע לחודש של שכירים (ש""ח)",4
/ערך מדד,"/תעשייה/שטח בקמ""ר",119
/ערך מדד,"/תרבות, פנאי, נופש וספורט/שטח בקמ""ר",119
/אוכלוסייה במוסדות לינה (אחוז מתוך אוכלוסיית הרשות)/סך מוסדות לינה ברשות,אוכלוסייה במוסדות לינה (אחוז מתוך אוכלוסיית הרשות)/אחוז דיירים בבתי אבות ודיור מוגן,3
/אחוז דיירים במוסדות אחרים,אוכלוסייה במוסדות לינה (אחוז מתוך אוכלוסיית הרשות)/אחוז דיירים במוסדות אחרים,2
/אחוז דיירים במוסדות אשפוז כולל הוסטלים,אוכלוסייה במוסדות לינה (אחוז מתוך אוכלוסיית הרשות)/אחוז דיירים במוסדות אשפוז כולל הוסטלים,2
/אחוז דיירים במוסדות דת,אוכלוסייה במוסדות לינה (אחוז מתוך אוכלוסיית הרשות)/אחוז דיירים במוסדות דת,2
/אחוז דיירים במוסדות חינוך,אוכלוסייה במוסדות לינה (אחוז מתוך אוכלוסיית הרשות)/אחוז דיירים במוסדות חינוך,2
/אוכלוסייה במוסדות לינה (אחוז מתוך אוכלוסיית הרשות)/סך מוסדות לינה ברשות,אוכלוסייה במוסדות לינה (אחוז מתוך אוכלוסיית הרשות)/סך דיירי מוסדות לינה ברשות,3
/אוכלוסייה במוסדות לינה (אחוז מתוך אוכלוסיית הרשות)/סך מוסדות לינה ברשות,אוכלוסייה במוסדות לינה (אחוז מתוך אוכלוסיית הרשות)/סך מוסדות לינה ברשות,3
אוכלוסייה - סך הכל אלפים,אוכלוסייה סוף - סך הכל אלפים,1
אוכלוסייה ערבית (אחוז),אוכלוסייה ערבית (אחוז),1
/אחוז דיירים בבתי אבות ודיור מוגן,אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות)/אחוז דיירים בבתי אבות ובדיור מוגן,1
/אחוז דיירים במוסדות אחרים,אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות)/אחוז דיירים במוסדות אחרים,2
/אחוז דיירים במוסדות אשפוז כולל הוסטלים,אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות)/אחוז דיירים במוסדות אשפוז כולל הוסטלים,2
/אחוז דיירים במוסדות דת,אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות)/אחוז דיירים במוסדות דת,2
/אחוז דיירים במוסדות חינוך,אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות)/אחוז דיירים במוסדות חינוך,2
/אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות)/סך מוסדות דיור משותף ברשות,אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות)/סך דיירי דיור משותף ברשות,2
/אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות)/סך מוסדות דיור משותף ברשות,אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות)/סך מוסדות דיור משותף ברשות,2
אורך חוף מוכרז לרחצה במטרים,אורך חוף מוכרז לרחצה במטרים (),1
אזור סלעי - אחוז משטח השיפוט,אזור סלעי -אחוז משטח השיפוט,1
"אזור סלעי - שטח בקמ""ר","אזור סלעי-שטח בקמ""ר -",1
אזור,אזור,1
אחוז באוכלוסייה בסוף השנה/בני 4-0,אחוז באוכלוסייה בסוף השנה/בני 14-10,11
אחוז באוכלוסייה בסוף השנה/בני 4-0,אחוז באוכלוסייה בסוף השנה/בני 17-0,11
אחוז באוכלוסייה בסוף השנה/בני 4-0,אחוז באוכלוסייה בסוף השנה/בני 19-15,11
אחוז באוכלוסייה בסוף השנה/בני 4-0,אחוז באוכלוסייה בסוף השנה/בני 29-20,11
אחוז באוכלוסייה בסוף השנה/בני 4-0,אחוז באוכלוסייה בסוף השנה/בני 4-0,11
אחוז באוכלוסייה בסוף השנה/בני 4-0,אחוז באוכלוסייה בסוף השנה/בני 44-30,11
אחוז באוכלוסייה בסוף השנה/בני 4-0,אחוז באוכלוסייה בסוף השנה/בני 59-45,11
אחוז באוכלוסייה בסוף השנה/בני 4-0,אחוז באוכלוסייה בסוף השנה/בני 64-60,11
אחוז באוכלוסייה בסוף השנה/בני 4-0,אחוז באוכלוסייה בסוף השנה/בני 65 ומעלה,11
אחוז באוכלוסייה בסוף השנה/בני 4-0,אחוז באוכלוסייה בסוף השנה/בני 75 ומעלה,11
אחוז באוכלוסייה בסוף השנה/בני 4-0,אחוז באוכלוסייה בסוף השנה/בני 9-5,11
אחוז בני 0-17 באוכלוסייה,אחוז בני 0-17 באוכלוסייה בסוף,3
אחוז בני 0-4 באוכלוסייה,אחוז בני 0-4 באוכלוסייה בסוף,3
אחוז בני 10-14 באוכלוסייה,אחוז בני 10-14 באוכלוסייה בסוף,3
אחוז בני 10-14 באוכלוסייה,אחוז בני 14-10 באוכלוסייה בסוף,3
אחוז בני 15-19 באוכלוסייה,אחוז בני 15-19 באוכלוסייה בסוף,3
אחוז בני 0-17 באוכלוסייה,אחוז בני 17-0 באוכלוסייה בסוף,3
אחוז בני 15-19 באוכלוסייה,אחוז בני 19-15 באוכלוסייה בסוף,3
אחוז בני 20-29 באוכלוסייה,אחוז בני 20-29 באוכלוסייה בסוף,3
אחוז בני 20-29 באוכלוסייה,אחוז בני 29-20 באוכלוסייה בסוף,3
אחוז בני 30-44 באוכלוסייה,אחוז בני 30-44 באוכלוסייה בסוף,3
אחוז בני 0-4 באוכלוסייה,אחוז בני 4-0 באוכלוסייה בסוף,3
אחוז בני 30-44 באוכלוסייה,אחוז בני 44-30 באוכלוסייה בסוף,3
אחוז בני 45-59 באוכלוסייה,אחוז בני 45-59 באוכלוסייה בסוף,3
אחוז בני 5-9 באוכלוסייה,אחוז בני 5-9 באוכלוסייה בסוף,3
אחוז בני 45-59 באוכלוסייה,אחוז בני 59-45 באוכלוסייה בסוף,3
אחוז בני 60-64 באוכלוסייה,אחוז בני 60-64 באוכלוסייה בסוף,3
אחוז בני 60-64 באוכלוסייה,אחוז בני 64-60 באוכלוסייה בסוף,3
אחוז בני 65 ומעלה באוכלוסייה,אחוז בני 65 ומעלה באוכלוסייה בסוף,2
אחוז בני 75 ומעלה באוכלוסייה,אחוז בני 75 ומעלה באוכלוסייה בסוף,2
אחוז בני 5-9 באוכלוסייה,אחוז בני 9-5 באוכלוסייה בסוף,3
אחוז גידול האוכלוסייה,אחוז גידול האוכלוסייה בשנת לעומת,3
אחוז גידול האוכלוסייה לעומת שנה קודמת,אחוז גידול האוכלוסייה לעומת השנה הקודמת,2
אחוז גידול האוכלוסייה לעומת שנה קודמת,אחוז גידול האוכלוסייה לעומת שנה קודמת,2
אחוז גידול האוכלוסייה,אחוז גידול האוכלוסייה לעומת,3
אחוז גידול האוכלוסייה,אחוז גידול האוכלוסייה שנת לעומת,3
